,TransactionNo,Items,Daypart,DayType,Year,Month
17845,8468,Spanish Brunch,Morning,Weekday,2017,03
17846,8469,Coffee,Morning,Weekday,2017,03
17847,8470,Coffee,Morning,Weekday,2017,03
17848,8471,Bread,Morning,Weekday,2017,03
17849,8472,Coffee granules ,Morning,Weekday,2017,03
17850,8473,Cake,Morning,Weekday,2017,03
17851,8473,Muffin,Morning,Weekday,2017,03
17852,8473,Juice,Morning,Weekday,2017,03
17853,8474,Coffee,Morning,Weekday,2017,03
17854,8475,Cake,Morning,Weekday,2017,03
17855,8476,Juice,Morning,Weekday,2017,03
17856,8476,Sandwich,Morning,Weekday,2017,03
17857,8477,Coffee,Morning,Weekday,2017,03
17858,8477,Pastry,Morning,Weekday,2017,03
17859,8478,Coffee,Morning,Weekday,2017,03
17860,8478,Muffin,Morning,Weekday,2017,03
17861,8479,Truffles,Morning,Weekday,2017,03
17862,8479,Sandwich,Morning,Weekday,2017,03
17863,8480,Coffee,Morning,Weekday,2017,03
17864,8480,Baguette,Morning,Weekday,2017,03
17865,8481,Farm House,Afternoon,Weekday,2017,03
17866,8482,Pastry,Afternoon,Weekday,2017,03
17867,8483,Jam,Afternoon,Weekday,2017,03
17868,8484,Sandwich,Afternoon,Weekday,2017,03
17869,8485,Coffee,Afternoon,Weekday,2017,03
17870,8485,Coffee,Afternoon,Weekday,2017,03
17871,8486,Hot chocolate,Afternoon,Weekday,2017,03
17872,8486,Coffee,Afternoon,Weekday,2017,03
17873,8486,Brownie,Afternoon,Weekday,2017,03
17874,8486,Muffin,Afternoon,Weekday,2017,03
17875,8486,Bread,Afternoon,Weekday,2017,03
17876,8487,Coffee,Afternoon,Weekday,2017,03
17877,8487,Bread,Afternoon,Weekday,2017,03
17878,8488,Sandwich,Afternoon,Weekday,2017,03
17879,8488,Coffee,Afternoon,Weekday,2017,03
17880,8489,Spanish Brunch,Afternoon,Weekday,2017,03
17881,8489,Coffee,Afternoon,Weekday,2017,03
17882,8490,Coffee,Afternoon,Weekday,2017,03
17883,8490,Toast,Afternoon,Weekday,2017,03
17884,8491,Coffee,Afternoon,Weekday,2017,03
17885,8492,Muffin,Afternoon,Weekday,2017,03
17886,8493,Coffee,Afternoon,Weekday,2017,03
17887,8494,Tea,Afternoon,Weekday,2017,03
17888,8494,Brownie,Afternoon,Weekday,2017,03
17889,8495,Hot chocolate,Afternoon,Weekday,2017,03
17890,8495,Tea,Afternoon,Weekday,2017,03
17891,8495,Bread,Afternoon,Weekday,2017,03
17892,8496,Bread,Afternoon,Weekday,2017,03
17893,8496,Salad,Afternoon,Weekday,2017,03
17894,8497,Salad,Afternoon,Weekday,2017,03
17895,8497,Tea,Afternoon,Weekday,2017,03
17896,8498,Coffee,Afternoon,Weekday,2017,03
17897,8498,Muffin,Afternoon,Weekday,2017,03
17898,8499,Tea,Afternoon,Weekday,2017,03
17899,8500,Farm House,Afternoon,Weekday,2017,03
17900,8501,Tea,Afternoon,Weekday,2017,03
17901,8501,Coffee,Afternoon,Weekday,2017,03
17902,8501,Bread,Afternoon,Weekday,2017,03
17903,8501,Pastry,Afternoon,Weekday,2017,03
17904,8502,Farm House,Afternoon,Weekday,2017,03
17905,8502,Coffee,Afternoon,Weekday,2017,03
17906,8502,Cookies,Afternoon,Weekday,2017,03
17907,8503,Tea,Afternoon,Weekday,2017,03
17908,8503,Medialuna,Afternoon,Weekday,2017,03
17909,8504,Coffee,Afternoon,Weekday,2017,03
17910,8505,Cookies,Afternoon,Weekday,2017,03
17911,8505,Coffee,Afternoon,Weekday,2017,03
17912,8506,Pastry,Morning,Weekday,2017,03
17913,8507,Pastry,Morning,Weekday,2017,03
17914,8507,Coffee,Morning,Weekday,2017,03
17915,8508,Pastry,Morning,Weekday,2017,03
17916,8508,Cake,Morning,Weekday,2017,03
17917,8509,Bread,Morning,Weekday,2017,03
17918,8509,Scandinavian,Morning,Weekday,2017,03
17919,8509,Bread,Morning,Weekday,2017,03
17920,8510,Bread,Morning,Weekday,2017,03
17921,8510,Coffee,Morning,Weekday,2017,03
17922,8511,Coffee,Morning,Weekday,2017,03
17923,8511,Toast,Morning,Weekday,2017,03
17924,8512,Coffee,Morning,Weekday,2017,03
17925,8513,Coffee,Morning,Weekday,2017,03
17926,8513,Pastry,Morning,Weekday,2017,03
17927,8514,Coffee,Morning,Weekday,2017,03
17928,8515,Cookies,Morning,Weekday,2017,03
17929,8515,Cake,Morning,Weekday,2017,03
17930,8515,Mineral water,Morning,Weekday,2017,03
17931,8516,Coffee,Morning,Weekday,2017,03
17932,8516,Toast,Morning,Weekday,2017,03
17933,8517,Baguette,Morning,Weekday,2017,03
17934,8518,Farm House,Morning,Weekday,2017,03
17935,8519,Cake,Morning,Weekday,2017,03
17936,8519,Tea,Morning,Weekday,2017,03
17937,8519,Coffee,Morning,Weekday,2017,03
17938,8520,Farm House,Morning,Weekday,2017,03
17939,8520,Coffee,Morning,Weekday,2017,03
17940,8521,Coffee,Morning,Weekday,2017,03
17941,8521,Coffee,Morning,Weekday,2017,03
17942,8522,Bread,Morning,Weekday,2017,03
17943,8523,Coffee,Afternoon,Weekday,2017,03
17944,8523,Muffin,Afternoon,Weekday,2017,03
17945,8524,Christmas common,Afternoon,Weekday,2017,03
17946,8525,Coffee,Afternoon,Weekday,2017,03
17947,8525,Sandwich,Afternoon,Weekday,2017,03
17948,8525,Soup,Afternoon,Weekday,2017,03
17949,8526,Sandwich,Afternoon,Weekday,2017,03
17950,8526,Mineral water,Afternoon,Weekday,2017,03
17951,8527,Bread,Afternoon,Weekday,2017,03
17952,8528,Coffee,Afternoon,Weekday,2017,03
17953,8528,Bread,Afternoon,Weekday,2017,03
17954,8528,Spanish Brunch,Afternoon,Weekday,2017,03
17955,8528,Sandwich,Afternoon,Weekday,2017,03
17956,8528,Bread,Afternoon,Weekday,2017,03
17957,8528,Farm House,Afternoon,Weekday,2017,03
17958,8529,Coffee,Afternoon,Weekday,2017,03
17959,8529,Cake,Afternoon,Weekday,2017,03
17960,8530,Coffee,Afternoon,Weekday,2017,03
17961,8531,Tea,Afternoon,Weekday,2017,03
17962,8531,Soup,Afternoon,Weekday,2017,03
17963,8532,Coffee,Afternoon,Weekday,2017,03
17964,8532,Cookies,Afternoon,Weekday,2017,03
17965,8533,Coffee,Afternoon,Weekday,2017,03
17966,8533,Sandwich,Afternoon,Weekday,2017,03
17967,8534,Coffee,Afternoon,Weekday,2017,03
17968,8534,Coffee,Afternoon,Weekday,2017,03
17969,8534,Bread,Afternoon,Weekday,2017,03
17970,8535,Jam,Afternoon,Weekday,2017,03
17971,8536,Cake,Afternoon,Weekday,2017,03
17972,8536,Bread,Afternoon,Weekday,2017,03
17973,8537,Sandwich,Afternoon,Weekday,2017,03
17974,8537,Coffee,Afternoon,Weekday,2017,03
17975,8538,Truffles,Afternoon,Weekday,2017,03
17976,8539,Coffee,Afternoon,Weekday,2017,03
17977,8539,Truffles,Afternoon,Weekday,2017,03
17978,8540,Coffee,Afternoon,Weekday,2017,03
17979,8540,Soup,Afternoon,Weekday,2017,03
17980,8540,Sandwich,Afternoon,Weekday,2017,03
17981,8541,Sandwich,Afternoon,Weekday,2017,03
17982,8541,Coffee,Afternoon,Weekday,2017,03
17983,8541,Tea,Afternoon,Weekday,2017,03
17984,8542,Sandwich,Afternoon,Weekday,2017,03
17985,8542,Coffee,Afternoon,Weekday,2017,03
17986,8542,Tea,Afternoon,Weekday,2017,03
17987,8544,Coffee,Afternoon,Weekday,2017,03
17988,8544,Cookies,Afternoon,Weekday,2017,03
17989,8545,Coffee,Afternoon,Weekday,2017,03
17990,8545,Bread,Afternoon,Weekday,2017,03
17991,8545,Muffin,Afternoon,Weekday,2017,03
17992,8545,Baguette,Afternoon,Weekday,2017,03
17993,8546,Bread,Afternoon,Weekday,2017,03
17994,8546,Christmas common,Afternoon,Weekday,2017,03
17995,8547,Coffee,Afternoon,Weekday,2017,03
17996,8547,Bread,Afternoon,Weekday,2017,03
17997,8547,Cookies,Afternoon,Weekday,2017,03
17998,8547,Cake,Afternoon,Weekday,2017,03
17999,8548,Coffee,Afternoon,Weekday,2017,03
18000,8549,Bread,Afternoon,Weekday,2017,03
18001,8550,Coffee,Afternoon,Weekday,2017,03
18002,8550,Cake,Afternoon,Weekday,2017,03
18003,8550,Bread,Afternoon,Weekday,2017,03
18004,8551,Half slice Monster ,Afternoon,Weekday,2017,03
18005,8551,Juice,Afternoon,Weekday,2017,03
18006,8551,Cookies,Afternoon,Weekday,2017,03
18007,8551,Coffee,Afternoon,Weekday,2017,03
18008,8552,Coffee,Afternoon,Weekday,2017,03
18009,8552,Bread,Afternoon,Weekday,2017,03
18010,8553,Bread,Afternoon,Weekday,2017,03
18011,8554,Tea,Evening,Weekday,2017,03
18012,8554,Muffin,Evening,Weekday,2017,03
18013,8554,Bread,Evening,Weekday,2017,03
18014,8555,Baguette,Morning,Weekday,2017,03
18015,8555,Farm House,Morning,Weekday,2017,03
18016,8556,Coffee,Morning,Weekday,2017,03
18017,8557,Cookies,Morning,Weekday,2017,03
18018,8558,Coffee,Morning,Weekday,2017,03
18019,8558,Bread,Morning,Weekday,2017,03
18020,8558,Brownie,Morning,Weekday,2017,03
18021,8559,Coffee,Morning,Weekday,2017,03
18022,8559,Sandwich,Morning,Weekday,2017,03
18023,8560,Cherry me Dried fruit,Morning,Weekday,2017,03
18024,8560,Coffee,Morning,Weekday,2017,03
18025,8561,Coffee,Morning,Weekday,2017,03
18026,8562,Coffee,Morning,Weekday,2017,03
18027,8562,Pastry,Morning,Weekday,2017,03
18028,8562,Muffin,Morning,Weekday,2017,03
18029,8562,Coke,Morning,Weekday,2017,03
18030,8563,Bread,Morning,Weekday,2017,03
18031,8564,Coffee,Morning,Weekday,2017,03
18032,8564,Scandinavian,Morning,Weekday,2017,03
18033,8564,Brownie,Morning,Weekday,2017,03
18034,8565,Pastry,Morning,Weekday,2017,03
18035,8565,Coffee,Morning,Weekday,2017,03
18036,8566,Coffee,Morning,Weekday,2017,03
18037,8567,Baguette,Morning,Weekday,2017,03
18038,8568,Farm House,Morning,Weekday,2017,03
18039,8569,Bread,Morning,Weekday,2017,03
18040,8569,Bread,Morning,Weekday,2017,03
18041,8570,Bread,Morning,Weekday,2017,03
18042,8571,Toast,Morning,Weekday,2017,03
18043,8571,Coffee,Morning,Weekday,2017,03
18044,8572,Coffee,Morning,Weekday,2017,03
18045,8572,Tea,Morning,Weekday,2017,03
18046,8572,Cookies,Morning,Weekday,2017,03
18047,8573,Tea,Morning,Weekday,2017,03
18048,8573,Smoothies,Morning,Weekday,2017,03
18049,8574,Farm House,Morning,Weekday,2017,03
18050,8575,Coffee,Morning,Weekday,2017,03
18051,8576,Bread,Morning,Weekday,2017,03
18052,8578,Chicken Stew,Afternoon,Weekday,2017,03
18053,8578,Juice,Afternoon,Weekday,2017,03
18054,8579,Coffee,Afternoon,Weekday,2017,03
18055,8579,Bread,Afternoon,Weekday,2017,03
18056,8579,Sandwich,Afternoon,Weekday,2017,03
18057,8580,Bread,Afternoon,Weekday,2017,03
18058,8581,Coffee,Afternoon,Weekday,2017,03
18059,8581,Toast,Afternoon,Weekday,2017,03
18060,8582,Soup,Afternoon,Weekday,2017,03
18061,8582,Cake,Afternoon,Weekday,2017,03
18062,8582,Coffee,Afternoon,Weekday,2017,03
18063,8582,Coffee,Afternoon,Weekday,2017,03
18064,8583,Coffee,Afternoon,Weekday,2017,03
18065,8583,Toast,Afternoon,Weekday,2017,03
18066,8584,Granola,Afternoon,Weekday,2017,03
18067,8584,Spanish Brunch,Afternoon,Weekday,2017,03
18068,8584,Bread,Afternoon,Weekday,2017,03
18069,8584,Mineral water,Afternoon,Weekday,2017,03
18070,8584,Tea,Afternoon,Weekday,2017,03
18071,8585,Bread,Afternoon,Weekday,2017,03
18072,8586,Sandwich,Afternoon,Weekday,2017,03
18073,8586,Coke,Afternoon,Weekday,2017,03
18074,8587,Soup,Afternoon,Weekday,2017,03
18075,8587,Coffee,Afternoon,Weekday,2017,03
18076,8588,Bread,Afternoon,Weekday,2017,03
18077,8589,Coffee,Afternoon,Weekday,2017,03
18078,8589,Coffee,Afternoon,Weekday,2017,03
18079,8590,Coffee,Afternoon,Weekday,2017,03
18080,8590,Coffee,Afternoon,Weekday,2017,03
18081,8590,Sandwich,Afternoon,Weekday,2017,03
18082,8591,Coffee,Afternoon,Weekday,2017,03
18083,8591,Tea,Afternoon,Weekday,2017,03
18084,8591,Cake,Afternoon,Weekday,2017,03
18085,8591,Bread,Afternoon,Weekday,2017,03
18086,8592,Pastry,Afternoon,Weekday,2017,03
18087,8592,Juice,Afternoon,Weekday,2017,03
18088,8593,Soup,Afternoon,Weekday,2017,03
18089,8593,Jam,Afternoon,Weekday,2017,03
18090,8594,Coffee,Afternoon,Weekday,2017,03
18091,8594,Coffee,Afternoon,Weekday,2017,03
18092,8594,Tea,Afternoon,Weekday,2017,03
18093,8594,Salad,Afternoon,Weekday,2017,03
18094,8594,Spanish Brunch,Afternoon,Weekday,2017,03
18095,8595,Bread,Afternoon,Weekday,2017,03
18096,8596,Pastry,Afternoon,Weekday,2017,03
18097,8597,Bread,Afternoon,Weekday,2017,03
18098,8597,Cake,Afternoon,Weekday,2017,03
18099,8597,Bread,Afternoon,Weekday,2017,03
18100,8597,Juice,Afternoon,Weekday,2017,03
18101,8597,Coffee,Afternoon,Weekday,2017,03
18102,8598,Mortimer,Afternoon,Weekday,2017,03
18103,8599,Coffee,Afternoon,Weekday,2017,03
18104,8600,Coffee,Afternoon,Weekday,2017,03
18105,8600,Coffee,Afternoon,Weekday,2017,03
18106,8601,Coke,Afternoon,Weekday,2017,03
18107,8602,Truffles,Afternoon,Weekday,2017,03
18108,8602,Juice,Afternoon,Weekday,2017,03
18109,8603,Coffee,Afternoon,Weekday,2017,03
18110,8603,Tea,Afternoon,Weekday,2017,03
18111,8603,Soup,Afternoon,Weekday,2017,03
18112,8603,Bread,Afternoon,Weekday,2017,03
18113,8604,Coffee,Afternoon,Weekday,2017,03
18114,8605,Juice,Evening,Weekday,2017,03
18115,8605,Tea,Evening,Weekday,2017,03
18116,8605,Cookies,Evening,Weekday,2017,03
18117,8605,Bread,Evening,Weekday,2017,03
18118,8605,Jam,Evening,Weekday,2017,03
18119,8606,Coffee,Morning,Weekday,2017,03
18120,8607,Coffee,Morning,Weekday,2017,03
18121,8607,Pastry,Morning,Weekday,2017,03
18122,8608,Bread,Morning,Weekday,2017,03
18123,8608,Pastry,Morning,Weekday,2017,03
18124,8609,Coffee,Morning,Weekday,2017,03
18125,8610,Coffee,Morning,Weekday,2017,03
18126,8611,Bread,Morning,Weekday,2017,03
18127,8612,Coffee,Morning,Weekday,2017,03
18128,8613,Bread,Morning,Weekday,2017,03
18129,8614,Coffee,Morning,Weekday,2017,03
18130,8614,Coffee,Morning,Weekday,2017,03
18131,8614,Bread,Morning,Weekday,2017,03
18132,8614,Pastry,Morning,Weekday,2017,03
18133,8615,Cake,Morning,Weekday,2017,03
18134,8616,Bread,Morning,Weekday,2017,03
18135,8617,Juice,Morning,Weekday,2017,03
18136,8617,Tiffin,Morning,Weekday,2017,03
18137,8618,Coffee,Morning,Weekday,2017,03
18138,8618,Brownie,Morning,Weekday,2017,03
18139,8618,Cookies,Morning,Weekday,2017,03
18140,8619,Cookies,Morning,Weekday,2017,03
18141,8619,Pastry,Morning,Weekday,2017,03
18142,8619,Tea,Morning,Weekday,2017,03
18143,8620,Juice,Morning,Weekday,2017,03
18144,8620,Bread,Morning,Weekday,2017,03
18145,8621,Coffee,Morning,Weekday,2017,03
18146,8621,Toast,Morning,Weekday,2017,03
18147,8621,Bread,Morning,Weekday,2017,03
18148,8622,Bread,Morning,Weekday,2017,03
18149,8623,Juice,Morning,Weekday,2017,03
18150,8623,Hot chocolate,Morning,Weekday,2017,03
18151,8623,Coffee,Morning,Weekday,2017,03
18152,8623,Cake,Morning,Weekday,2017,03
18153,8624,Bread,Morning,Weekday,2017,03
18154,8624,Brownie,Morning,Weekday,2017,03
18155,8625,Pastry,Morning,Weekday,2017,03
18156,8625,Coffee,Morning,Weekday,2017,03
18157,8626,Bread,Morning,Weekday,2017,03
18158,8626,Tiffin,Morning,Weekday,2017,03
18159,8626,Brownie,Morning,Weekday,2017,03
18160,8626,Bread,Morning,Weekday,2017,03
18161,8626,Farm House,Morning,Weekday,2017,03
18162,8627,Bread,Morning,Weekday,2017,03
18163,8627,Sandwich,Morning,Weekday,2017,03
18164,8628,Bread,Afternoon,Weekday,2017,03
18165,8629,Brownie,Afternoon,Weekday,2017,03
18166,8630,Bread,Afternoon,Weekday,2017,03
18167,8631,Soup,Afternoon,Weekday,2017,03
18168,8631,Sandwich,Afternoon,Weekday,2017,03
18169,8631,Mineral water,Afternoon,Weekday,2017,03
18170,8631,Juice,Afternoon,Weekday,2017,03
18171,8631,Coffee,Afternoon,Weekday,2017,03
18172,8632,Pastry,Afternoon,Weekday,2017,03
18173,8632,Coffee,Afternoon,Weekday,2017,03
18174,8633,Cake,Afternoon,Weekday,2017,03
18175,8633,Chicken Stew,Afternoon,Weekday,2017,03
18176,8633,Soup,Afternoon,Weekday,2017,03
18177,8633,Bread,Afternoon,Weekday,2017,03
18178,8634,Coffee,Afternoon,Weekday,2017,03
18179,8634,Chicken Stew,Afternoon,Weekday,2017,03
18180,8635,Spanish Brunch,Afternoon,Weekday,2017,03
18181,8635,Chicken Stew,Afternoon,Weekday,2017,03
18182,8635,Juice,Afternoon,Weekday,2017,03
18183,8636,Coffee,Afternoon,Weekday,2017,03
18184,8636,Cookies,Afternoon,Weekday,2017,03
18185,8637,Bread,Afternoon,Weekday,2017,03
18186,8637,Sandwich,Afternoon,Weekday,2017,03
18187,8638,Soup,Afternoon,Weekday,2017,03
18188,8639,Argentina Night,Afternoon,Weekday,2017,03
18189,8639,Bread,Afternoon,Weekday,2017,03
18190,8639,Sandwich,Afternoon,Weekday,2017,03
18191,8640,Bread,Afternoon,Weekday,2017,03
18192,8640,Coffee,Afternoon,Weekday,2017,03
18193,8641,Salad,Afternoon,Weekday,2017,03
18194,8641,Truffles,Afternoon,Weekday,2017,03
18195,8641,Coke,Afternoon,Weekday,2017,03
18196,8641,Baguette,Afternoon,Weekday,2017,03
18197,8642,Pastry,Afternoon,Weekday,2017,03
18198,8642,Medialuna,Afternoon,Weekday,2017,03
18199,8642,Medialuna,Afternoon,Weekday,2017,03
18200,8643,Tea,Afternoon,Weekday,2017,03
18201,8643,Tea,Afternoon,Weekday,2017,03
18202,8643,Bread,Afternoon,Weekday,2017,03
18203,8643,Soup,Afternoon,Weekday,2017,03
18204,8643,Spanish Brunch,Afternoon,Weekday,2017,03
18205,8643,Chicken Stew,Afternoon,Weekday,2017,03
18206,8644,Sandwich,Afternoon,Weekday,2017,03
18207,8644,Spanish Brunch,Afternoon,Weekday,2017,03
18208,8644,Coffee,Afternoon,Weekday,2017,03
18209,8644,Coffee,Afternoon,Weekday,2017,03
18210,8644,Bread,Afternoon,Weekday,2017,03
18211,8644,Juice,Afternoon,Weekday,2017,03
18212,8644,Nomad bag,Afternoon,Weekday,2017,03
18213,8645,Coffee,Afternoon,Weekday,2017,03
18214,8646,Tiffin,Afternoon,Weekday,2017,03
18215,8647,Coffee,Afternoon,Weekday,2017,03
18216,8648,Baguette,Afternoon,Weekday,2017,03
18217,8648,Pastry,Afternoon,Weekday,2017,03
18218,8649,Pastry,Afternoon,Weekday,2017,03
18219,8649,Coffee,Afternoon,Weekday,2017,03
18220,8650,Coffee,Afternoon,Weekday,2017,03
18221,8650,Bread,Afternoon,Weekday,2017,03
18222,8651,Tea,Afternoon,Weekday,2017,03
18223,8651,Brownie,Afternoon,Weekday,2017,03
18224,8652,Coffee,Afternoon,Weekday,2017,03
18225,8653,Cake,Afternoon,Weekday,2017,03
18226,8654,Coffee,Afternoon,Weekday,2017,03
18227,8655,Coffee,Afternoon,Weekday,2017,03
18228,8655,Cake,Afternoon,Weekday,2017,03
18229,8656,Bread,Afternoon,Weekday,2017,03
18230,8656,Coffee,Afternoon,Weekday,2017,03
18231,8656,Truffles,Afternoon,Weekday,2017,03
18232,8656,Chicken Stew,Afternoon,Weekday,2017,03
18233,8657,Farm House,Afternoon,Weekday,2017,03
18234,8658,Bread,Afternoon,Weekday,2017,03
18235,8659,Coffee,Afternoon,Weekday,2017,03
18236,8660,Hot chocolate,Afternoon,Weekday,2017,03
18237,8660,Drinking chocolate spoons ,Afternoon,Weekday,2017,03
18238,8661,Tiffin,Afternoon,Weekday,2017,03
18239,8661,Smoothies,Afternoon,Weekday,2017,03
18240,8661,Coffee,Afternoon,Weekday,2017,03
18241,8662,Mortimer,Evening,Weekday,2017,03
18242,8663,Cookies,Morning,Weekday,2017,03
18243,8663,Brownie,Morning,Weekday,2017,03
18244,8663,Coffee,Morning,Weekday,2017,03
18245,8664,Tea,Morning,Weekday,2017,03
18246,8664,Coffee,Morning,Weekday,2017,03
18247,8664,Coffee,Morning,Weekday,2017,03
18248,8665,Coffee,Morning,Weekday,2017,03
18249,8666,Coffee,Morning,Weekday,2017,03
18250,8666,Medialuna,Morning,Weekday,2017,03
18251,8667,Coffee,Morning,Weekday,2017,03
18252,8667,Farm House,Morning,Weekday,2017,03
18253,8668,Baguette,Morning,Weekday,2017,03
18254,8669,Bread,Morning,Weekday,2017,03
18255,8669,Pastry,Morning,Weekday,2017,03
18256,8670,Coffee,Morning,Weekday,2017,03
18257,8671,Tea,Morning,Weekday,2017,03
18258,8671,Coffee,Morning,Weekday,2017,03
18259,8671,Coffee,Morning,Weekday,2017,03
18260,8672,Tiffin,Morning,Weekday,2017,03
18261,8672,Coffee,Morning,Weekday,2017,03
18262,8673,Tea,Morning,Weekday,2017,03
18263,8673,Pastry,Morning,Weekday,2017,03
18264,8674,Coffee,Morning,Weekday,2017,03
18265,8675,Bread,Morning,Weekday,2017,03
18266,8675,Baguette,Morning,Weekday,2017,03
18267,8676,Coffee,Morning,Weekday,2017,03
18268,8676,Juice,Morning,Weekday,2017,03
18269,8677,Spanish Brunch,Morning,Weekday,2017,03
18270,8677,Bread,Morning,Weekday,2017,03
18271,8678,Coffee,Morning,Weekday,2017,03
18272,8679,Bread,Morning,Weekday,2017,03
18273,8679,Scandinavian,Morning,Weekday,2017,03
18274,8679,Pastry,Morning,Weekday,2017,03
18275,8680,Coffee,Morning,Weekday,2017,03
18276,8680,Cookies,Morning,Weekday,2017,03
18277,8680,Scandinavian,Morning,Weekday,2017,03
18278,8681,Coffee,Morning,Weekday,2017,03
18279,8681,Muffin,Morning,Weekday,2017,03
18280,8681,Bread,Morning,Weekday,2017,03
18281,8682,Coffee,Morning,Weekday,2017,03
18282,8683,Coffee,Morning,Weekday,2017,03
18283,8683,Pastry,Morning,Weekday,2017,03
18284,8683,Bread,Morning,Weekday,2017,03
18285,8684,Coffee,Morning,Weekday,2017,03
18286,8684,Coffee,Morning,Weekday,2017,03
18287,8684,Coffee,Morning,Weekday,2017,03
18288,8684,Tea,Morning,Weekday,2017,03
18289,8685,Coffee,Morning,Weekday,2017,03
18290,8685,Coffee,Morning,Weekday,2017,03
18291,8685,Bread,Morning,Weekday,2017,03
18292,8685,Cake,Morning,Weekday,2017,03
18293,8686,Baguette,Morning,Weekday,2017,03
18294,8687,Coffee,Morning,Weekday,2017,03
18295,8687,Pastry,Morning,Weekday,2017,03
18296,8689,Bread,Morning,Weekday,2017,03
18297,8690,Coffee,Morning,Weekday,2017,03
18298,8690,Coffee,Morning,Weekday,2017,03
18299,8690,Brownie,Morning,Weekday,2017,03
18300,8691,Bread,Morning,Weekday,2017,03
18301,8691,Tiffin,Morning,Weekday,2017,03
18302,8692,Bread,Afternoon,Weekday,2017,03
18303,8693,Cookies,Afternoon,Weekday,2017,03
18304,8693,Bread,Afternoon,Weekday,2017,03
18305,8694,Coffee,Afternoon,Weekday,2017,03
18306,8695,Bread,Afternoon,Weekday,2017,03
18307,8695,Muffin,Afternoon,Weekday,2017,03
18308,8696,Tiffin,Afternoon,Weekday,2017,03
18309,8696,Chicken Stew,Afternoon,Weekday,2017,03
18310,8696,Bread,Afternoon,Weekday,2017,03
18311,8697,Bread,Afternoon,Weekday,2017,03
18312,8697,Chicken Stew,Afternoon,Weekday,2017,03
18313,8698,Coffee,Afternoon,Weekday,2017,03
18314,8698,Coffee,Afternoon,Weekday,2017,03
18315,8698,Spanish Brunch,Afternoon,Weekday,2017,03
18316,8699,Salad,Afternoon,Weekday,2017,03
18317,8700,Bread,Afternoon,Weekday,2017,03
18318,8701,Coffee,Afternoon,Weekday,2017,03
18319,8701,Sandwich,Afternoon,Weekday,2017,03
18320,8702,Coffee,Afternoon,Weekday,2017,03
18321,8702,Hot chocolate,Afternoon,Weekday,2017,03
18322,8702,Toast,Afternoon,Weekday,2017,03
18323,8702,Sandwich,Afternoon,Weekday,2017,03
18324,8702,Soup,Afternoon,Weekday,2017,03
18325,8702,Cake,Afternoon,Weekday,2017,03
18326,8703,Coffee,Afternoon,Weekday,2017,03
18327,8704,Muffin,Afternoon,Weekday,2017,03
18328,8704,Cake,Afternoon,Weekday,2017,03
18329,8705,Cookies,Afternoon,Weekday,2017,03
18330,8705,Cake,Afternoon,Weekday,2017,03
18331,8705,Coffee,Afternoon,Weekday,2017,03
18332,8705,Coffee,Afternoon,Weekday,2017,03
18333,8706,Coffee,Afternoon,Weekday,2017,03
18334,8706,Truffles,Afternoon,Weekday,2017,03
18335,8706,Soup,Afternoon,Weekday,2017,03
18336,8706,Sandwich,Afternoon,Weekday,2017,03
18337,8707,Spanish Brunch,Afternoon,Weekday,2017,03
18338,8707,Bread,Afternoon,Weekday,2017,03
18339,8708,Mineral water,Afternoon,Weekday,2017,03
18340,8708,Truffles,Afternoon,Weekday,2017,03
18341,8709,Jam,Afternoon,Weekday,2017,03
18342,8709,Jam,Afternoon,Weekday,2017,03
18343,8710,Coffee,Afternoon,Weekday,2017,03
18344,8710,Toast,Afternoon,Weekday,2017,03
18345,8711,Spanish Brunch,Afternoon,Weekday,2017,03
18346,8711,Baguette,Afternoon,Weekday,2017,03
18347,8712,Coffee,Afternoon,Weekday,2017,03
18348,8712,Juice,Afternoon,Weekday,2017,03
18349,8712,Cake,Afternoon,Weekday,2017,03
18350,8713,Brownie,Afternoon,Weekday,2017,03
18351,8713,Coffee,Afternoon,Weekday,2017,03
18352,8713,Coffee,Afternoon,Weekday,2017,03
18353,8714,Tea,Afternoon,Weekday,2017,03
18354,8714,Cake,Afternoon,Weekday,2017,03
18355,8714,Bread,Afternoon,Weekday,2017,03
18356,8715,Bread,Afternoon,Weekday,2017,03
18357,8715,Bread,Afternoon,Weekday,2017,03
18358,8715,Eggs,Afternoon,Weekday,2017,03
18359,8716,Tea,Afternoon,Weekday,2017,03
18360,8716,Juice,Afternoon,Weekday,2017,03
18361,8716,Cookies,Afternoon,Weekday,2017,03
18362,8717,Coffee,Afternoon,Weekday,2017,03
18363,8717,Coffee,Afternoon,Weekday,2017,03
18364,8717,Cake,Afternoon,Weekday,2017,03
18365,8717,Bread,Afternoon,Weekday,2017,03
18366,8718,Coffee,Afternoon,Weekday,2017,03
18367,8718,Cake,Afternoon,Weekday,2017,03
18368,8719,Tiffin,Afternoon,Weekday,2017,03
18369,8719,Truffles,Afternoon,Weekday,2017,03
18370,8719,Coffee,Afternoon,Weekday,2017,03
18371,8720,Tea,Afternoon,Weekday,2017,03
18372,8720,Truffles,Afternoon,Weekday,2017,03
18373,8721,Bread,Morning,Weekend,2017,03
18374,8722,Coffee,Morning,Weekend,2017,03
18375,8723,Coffee,Morning,Weekend,2017,03
18376,8723,Baguette,Morning,Weekend,2017,03
18377,8724,Coffee,Morning,Weekend,2017,03
18378,8724,Toast,Morning,Weekend,2017,03
